date,areaType,areaCode,areaName,covidOccupiedMVBeds,newAdmissions,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
"2020-11-14",nation,N92000002,Northern Ireland,39,39,422,13
"2020-11-13",nation,N92000002,Northern Ireland,34,34,474,11
"2020-11-12",nation,N92000002,Northern Ireland,30,37,551,10
"2020-11-11",nation,N92000002,Northern Ireland,35,50,609,13
"2020-11-10",nation,N92000002,Northern Ireland,39,51,698,8
"2020-11-09",nation,N92000002,Northern Ireland,44,50,648,10
"2020-11-08",nation,N92000002,Northern Ireland,41,48,423,10
"2020-11-07",nation,N92000002,Northern Ireland,38,41,457,7
"2020-11-06",nation,N92000002,Northern Ireland,39,55,487,15
"2020-11-05",nation,N92000002,Northern Ireland,42,41,563,7
"2020-11-04",nation,N92000002,Northern Ireland,42,53,593,10
"2020-11-03",nation,N92000002,Northern Ireland,44,58,656,12
"2020-11-02",nation,N92000002,Northern Ireland,42,55,697,5
"2020-11-01",nation,N92000002,Northern Ireland,41,37,465,10
"2020-10-31",nation,N92000002,Northern Ireland,41,37,514,7
"2020-10-30",nation,N92000002,Northern Ireland,38,48,691,9
"2020-10-29",nation,N92000002,Northern Ireland,39,58,694,14
"2020-10-28",nation,N92000002,Northern Ireland,37,41,755,9
"2020-10-27",nation,N92000002,Northern Ireland,33,56,821,10
"2020-10-26",nation,N92000002,Northern Ireland,30,47,891,11
"2020-10-25",nation,N92000002,Northern Ireland,27,46,681,6
"2020-10-24",nation,N92000002,Northern Ireland,27,53,740,8
"2020-10-23",nation,N92000002,Northern Ireland,25,47,884,6
"2020-10-22",nation,N92000002,Northern Ireland,23,54,1079,4
"2020-10-21",nation,N92000002,Northern Ireland,26,42,1115,6
"2020-10-20",nation,N92000002,Northern Ireland,25,53,1064,3
"2020-10-19",nation,N92000002,Northern Ireland,25,45,1042,4
"2020-10-18",nation,N92000002,Northern Ireland,23,45,793,7
"2020-10-17",nation,N92000002,Northern Ireland,22,46,842,3
"2020-10-16",nation,N92000002,Northern Ireland,20,48,972,2
"2020-10-15",nation,N92000002,Northern Ireland,17,46,1110,4
"2020-10-14",nation,N92000002,Northern Ireland,17,37,1065,2
"2020-10-13",nation,N92000002,Northern Ireland,15,43,1086,4
"2020-10-12",nation,N92000002,Northern Ireland,15,31,1107,5
"2020-10-11",nation,N92000002,Northern Ireland,12,37,833,6
"2020-10-10",nation,N92000002,Northern Ireland,11,31,802,0
"2020-10-09",nation,N92000002,Northern Ireland,10,23,843,0
"2020-10-08",nation,N92000002,Northern Ireland,11,29,982,0
"2020-10-07",nation,N92000002,Northern Ireland,11,30,1033,1
"2020-10-06",nation,N92000002,Northern Ireland,8,27,804,1
"2020-10-05",nation,N92000002,Northern Ireland,8,25,711,1
"2020-10-04",nation,N92000002,Northern Ireland,7,17,614,0
"2020-10-03",nation,N92000002,Northern Ireland,9,23,623,1
"2020-10-02",nation,N92000002,Northern Ireland,7,9,698,2
"2020-10-01",nation,N92000002,Northern Ireland,7,16,481,1
"2020-09-30",nation,N92000002,Northern Ireland,7,16,643,1
"2020-09-29",nation,N92000002,Northern Ireland,5,9,389,0
"2020-09-28",nation,N92000002,Northern Ireland,6,21,296,1
"2020-09-27",nation,N92000002,Northern Ireland,5,12,272,0
"2020-09-26",nation,N92000002,Northern Ireland,5,11,268,0
"2020-09-25",nation,N92000002,Northern Ireland,5,6,244,1
"2020-09-24",nation,N92000002,Northern Ireland,5,8,282,0
"2020-09-23",nation,N92000002,Northern Ireland,5,13,219,0
"2020-09-22",nation,N92000002,Northern Ireland,4,8,170,0
"2020-09-21",nation,N92000002,Northern Ireland,3,11,135,0
"2020-09-20",nation,N92000002,Northern Ireland,3,6,124,0
"2020-09-19",nation,N92000002,Northern Ireland,3,4,161,2
"2020-09-18",nation,N92000002,Northern Ireland,3,3,168,1
"2020-09-17",nation,N92000002,Northern Ireland,3,4,168,0
"2020-09-16",nation,N92000002,Northern Ireland,2,3,133,2
"2020-09-15",nation,N92000002,Northern Ireland,2,4,107,1
"2020-09-14",nation,N92000002,Northern Ireland,1,8,119,1
"2020-09-13",nation,N92000002,Northern Ireland,1,6,91,0
"2020-09-11",nation,N92000002,Northern Ireland,1,7,73,2
"2020-09-10",nation,N92000002,Northern Ireland,2,7,79,1
"2020-09-09",nation,N92000002,Northern Ireland,2,3,98,0
"2020-09-08",nation,N92000002,Northern Ireland,1,9,56,0
"2020-09-07",nation,N92000002,Northern Ireland,1,1,72,2
"2020-09-06",nation,N92000002,Northern Ireland,3,4,104,0
"2020-09-05",nation,N92000002,Northern Ireland,3,1,90,1
"2020-09-04",nation,N92000002,Northern Ireland,3,2,130,0
"2020-09-03",nation,N92000002,Northern Ireland,3,3,106,2
"2020-09-02",nation,N92000002,Northern Ireland,3,0,90,0
"2020-09-01",nation,N92000002,Northern Ireland,3,4,65,1
"2020-08-31",nation,N92000002,Northern Ireland,2,5,54,0
"2020-08-30",nation,N92000002,Northern Ireland,2,3,35,0
"2020-08-29",nation,N92000002,Northern Ireland,2,2,43,0
"2020-08-28",nation,N92000002,Northern Ireland,2,5,86,1
"2020-08-27",nation,N92000002,Northern Ireland,1,4,78,0
"2020-08-26",nation,N92000002,Northern Ireland,1,0,71,0
"2020-08-25",nation,N92000002,Northern Ireland,1,2,65,1
"2020-08-24",nation,N92000002,Northern Ireland,1,6,45,0
"2020-08-23",nation,N92000002,Northern Ireland,0,3,52,0
"2020-08-22",nation,N92000002,Northern Ireland,0,3,42,0
"2020-08-21",nation,N92000002,Northern Ireland,0,2,80,0
"2020-08-20",nation,N92000002,Northern Ireland,0,6,71,0
"2020-08-19",nation,N92000002,Northern Ireland,0,6,41,0
"2020-08-18",nation,N92000002,Northern Ireland,0,6,43,0
"2020-08-17",nation,N92000002,Northern Ireland,0,6,53,0
"2020-08-16",nation,N92000002,Northern Ireland,0,2,20,0
"2020-08-15",nation,N92000002,Northern Ireland,0,2,22,1
"2020-08-14",nation,N92000002,Northern Ireland,1,2,57,0
"2020-08-13",nation,N92000002,Northern Ireland,2,4,51,1
"2020-08-12",nation,N92000002,Northern Ireland,2,3,39,0
"2020-08-11",nation,N92000002,Northern Ireland,1,2,38,0
"2020-08-10",nation,N92000002,Northern Ireland,1,0,44,0
"2020-08-09",nation,N92000002,Northern Ireland,1,2,25,0
"2020-08-08",nation,N92000002,Northern Ireland,1,5,27,1
"2020-08-07",nation,N92000002,Northern Ireland,1,0,16,0
"2020-08-06",nation,N92000002,Northern Ireland,1,3,17,0
"2020-08-05",nation,N92000002,Northern Ireland,1,1,29,0
"2020-08-04",nation,N92000002,Northern Ireland,1,1,17,0
"2020-08-03",nation,N92000002,Northern Ireland,1,3,18,0
"2020-08-02",nation,N92000002,Northern Ireland,1,1,9,0
"2020-08-01",nation,N92000002,Northern Ireland,1,3,10,0
"2020-07-31",nation,N92000002,Northern Ireland,1,1,13,0
"2020-07-30",nation,N92000002,Northern Ireland,1,1,10,0
"2020-07-29",nation,N92000002,Northern Ireland,1,2,11,0
"2020-07-28",nation,N92000002,Northern Ireland,1,1,13,0
"2020-07-27",nation,N92000002,Northern Ireland,1,2,12,0
"2020-07-26",nation,N92000002,Northern Ireland,2,0,1,0
"2020-07-25",nation,N92000002,Northern Ireland,2,1,4,0
"2020-07-24",nation,N92000002,Northern Ireland,2,3,14,0
"2020-07-23",nation,N92000002,Northern Ireland,2,0,12,0
"2020-07-22",nation,N92000002,Northern Ireland,2,2,8,0
"2020-07-21",nation,N92000002,Northern Ireland,2,0,12,0
"2020-07-20",nation,N92000002,Northern Ireland,1,1,3,0
"2020-07-19",nation,N92000002,Northern Ireland,1,1,3,0
"2020-07-18",nation,N92000002,Northern Ireland,1,2,7,0
"2020-07-17",nation,N92000002,Northern Ireland,1,0,8,0
"2020-07-16",nation,N92000002,Northern Ireland,1,2,19,0
"2020-07-15",nation,N92000002,Northern Ireland,1,1,15,0
"2020-07-14",nation,N92000002,Northern Ireland,1,0,7,0
"2020-07-13",nation,N92000002,Northern Ireland,1,1,3,0
"2020-07-12",nation,N92000002,Northern Ireland,0,0,4,1
"2020-07-11",nation,N92000002,Northern Ireland,0,1,6,0
"2020-07-10",nation,N92000002,Northern Ireland,0,0,4,0
"2020-07-09",nation,N92000002,Northern Ireland,0,2,5,1
"2020-07-08",nation,N92000002,Northern Ireland,0,3,6,0
"2020-07-07",nation,N92000002,Northern Ireland,0,1,5,0
"2020-07-06",nation,N92000002,Northern Ireland,0,1,8,0
"2020-07-05",nation,N92000002,Northern Ireland,0,0,2,0
"2020-07-04",nation,N92000002,Northern Ireland,0,3,1,0
"2020-07-03",nation,N92000002,Northern Ireland,0,1,8,2
"2020-07-02",nation,N92000002,Northern Ireland,0,2,3,0
"2020-07-01",nation,N92000002,Northern Ireland,0,0,4,1
"2020-06-30",nation,N92000002,Northern Ireland,0,2,2,0
"2020-06-29",nation,N92000002,Northern Ireland,0,0,4,1
"2020-06-28",nation,N92000002,Northern Ireland,0,3,5,0
"2020-06-27",nation,N92000002,Northern Ireland,0,0,4,0
"2020-06-26",nation,N92000002,Northern Ireland,1,2,3,2
"2020-06-25",nation,N92000002,Northern Ireland,1,2,5,1
"2020-06-24",nation,N92000002,Northern Ireland,2,1,4,0
"2020-06-23",nation,N92000002,Northern Ireland,2,3,8,1
"2020-06-22",nation,N92000002,Northern Ireland,2,2,4,1
"2020-06-21",nation,N92000002,Northern Ireland,2,4,3,0
"2020-06-20",nation,N92000002,Northern Ireland,2,3,5,0
"2020-06-19",nation,N92000002,Northern Ireland,2,1,12,1
"2020-06-18",nation,N92000002,Northern Ireland,2,0,7,1
"2020-06-17",nation,N92000002,Northern Ireland,2,1,5,1
"2020-06-16",nation,N92000002,Northern Ireland,3,1,11,1
"2020-06-15",nation,N92000002,Northern Ireland,4,0,19,0
"2020-06-14",nation,N92000002,Northern Ireland,4,0,8,0
"2020-06-13",nation,N92000002,Northern Ireland,4,2,10,1
"2020-06-12",nation,N92000002,Northern Ireland,5,2,10,1
"2020-06-11",nation,N92000002,Northern Ireland,6,5,10,2
"2020-06-10",nation,N92000002,Northern Ireland,5,5,16,0
"2020-06-09",nation,N92000002,Northern Ireland,3,6,11,0
"2020-06-08",nation,N92000002,Northern Ireland,4,2,14,0
"2020-06-07",nation,N92000002,Northern Ireland,4,1,5,0
"2020-06-06",nation,N92000002,Northern Ireland,6,3,8,0
"2020-06-05",nation,N92000002,Northern Ireland,6,3,24,1
"2020-06-04",nation,N92000002,Northern Ireland,7,3,11,0
"2020-06-03",nation,N92000002,Northern Ireland,3,3,11,2
"2020-06-02",nation,N92000002,Northern Ireland,5,4,21,2
"2020-06-01",nation,N92000002,Northern Ireland,4,3,24,1
"2020-05-31",nation,N92000002,Northern Ireland,4,4,26,1
"2020-05-30",nation,N92000002,Northern Ireland,4,5,13,2
"2020-05-29",nation,N92000002,Northern Ireland,4,6,20,1
"2020-05-28",nation,N92000002,Northern Ireland,5,6,28,3
"2020-05-27",nation,N92000002,Northern Ireland,5,6,33,4
"2020-05-26",nation,N92000002,Northern Ireland,5,9,27,1
"2020-05-25",nation,N92000002,Northern Ireland,5,9,39,1
"2020-05-24",nation,N92000002,Northern Ireland,4,4,30,7
"2020-05-23",nation,N92000002,Northern Ireland,5,4,54,2
"2020-05-22",nation,N92000002,Northern Ireland,4,5,33,1
"2020-05-21",nation,N92000002,Northern Ireland,6,8,56,4
"2020-05-20",nation,N92000002,Northern Ireland,5,5,74,5
"2020-05-19",nation,N92000002,Northern Ireland,7,10,72,5
"2020-05-18",nation,N92000002,Northern Ireland,9,11,62,7
"2020-05-17",nation,N92000002,Northern Ireland,13,12,36,7
"2020-05-16",nation,N92000002,Northern Ireland,12,7,40,4
"2020-05-15",nation,N92000002,Northern Ireland,10,11,66,3
"2020-05-14",nation,N92000002,Northern Ireland,12,13,73,10
"2020-05-13",nation,N92000002,Northern Ireland,12,16,75,3
"2020-05-12",nation,N92000002,Northern Ireland,14,10,91,4
"2020-05-11",nation,N92000002,Northern Ireland,13,22,75,2
"2020-05-10",nation,N92000002,Northern Ireland,16,18,61,10
"2020-05-09",nation,N92000002,Northern Ireland,19,19,54,7
"2020-05-08",nation,N92000002,Northern Ireland,23,7,72,6
"2020-05-07",nation,N92000002,Northern Ireland,22,12,97,3
"2020-05-06",nation,N92000002,Northern Ireland,22,17,80,3
"2020-05-05",nation,N92000002,Northern Ireland,21,11,73,6
"2020-05-04",nation,N92000002,Northern Ireland,21,13,74,9
"2020-05-03",nation,N92000002,Northern Ireland,21,10,53,11
"2020-05-02",nation,N92000002,Northern Ireland,23,12,89,12
"2020-05-01",nation,N92000002,Northern Ireland,22,19,97,12
"2020-04-30",nation,N92000002,Northern Ireland,25,27,115,8
"2020-04-29",nation,N92000002,Northern Ireland,26,17,91,14
"2020-04-28",nation,N92000002,Northern Ireland,27,11,74,6
"2020-04-27",nation,N92000002,Northern Ireland,27,23,71,13
"2020-04-26",nation,N92000002,Northern Ireland,27,11,44,14
"2020-04-25",nation,N92000002,Northern Ireland,31,19,52,15
"2020-04-24",nation,N92000002,Northern Ireland,29,22,83,11
"2020-04-23",nation,N92000002,Northern Ireland,33,23,72,16
"2020-04-22",nation,N92000002,Northern Ireland,31,27,96,19
"2020-04-21",nation,N92000002,Northern Ireland,34,31,131,13
"2020-04-20",nation,N92000002,Northern Ireland,31,33,112,12
"2020-04-19",nation,N92000002,Northern Ireland,29,22,41,10
"2020-04-18",nation,N92000002,Northern Ireland,33,15,85,10
"2020-04-17",nation,N92000002,Northern Ireland,34,32,155,9
"2020-04-16",nation,N92000002,Northern Ireland,33,33,138,11
"2020-04-15",nation,N92000002,Northern Ireland,36,23,133,16
"2020-04-14",nation,N92000002,Northern Ireland,38,22,95,12
"2020-04-13",nation,N92000002,Northern Ireland,39,16,106,7
"2020-04-12",nation,N92000002,Northern Ireland,46,22,73,16
"2020-04-11",nation,N92000002,Northern Ireland,48,22,67,11
"2020-04-10",nation,N92000002,Northern Ireland,48,20,94,11
"2020-04-09",nation,N92000002,Northern Ireland,44,33,99,18
"2020-04-08",nation,N92000002,Northern Ireland,46,32,102,4
"2020-04-07",nation,N92000002,Northern Ireland,49,39,129,8
"2020-04-06",nation,N92000002,Northern Ireland,44,42,105,6
"2020-04-05",nation,N92000002,Northern Ireland,44,29,60,11
"2020-04-04",nation,N92000002,Northern Ireland,45,41,87,9
"2020-04-03",nation,N92000002,Northern Ireland,46,44,102,10
"2020-04-02",nation,N92000002,Northern Ireland,47,44,105,10
"2020-04-01",nation,N92000002,Northern Ireland,46,45,102,4
"2020-03-31",nation,N92000002,Northern Ireland,32,43,111,5
"2020-03-30",nation,N92000002,Northern Ireland,25,35,84,4
"2020-03-29",nation,N92000002,Northern Ireland,26,34,62,4
"2020-03-28",nation,N92000002,Northern Ireland,19,37,76,8
"2020-03-27",nation,N92000002,Northern Ireland,15,30,67,3
"2020-03-26",nation,N92000002,Northern Ireland,10,28,76,2
"2020-03-25",nation,N92000002,Northern Ireland,10,29,56,4
"2020-03-24",nation,N92000002,Northern Ireland,2,15,41,2
"2020-03-23",nation,N92000002,Northern Ireland,6,18,41,5
"2020-03-22",nation,N92000002,Northern Ireland,,10,18,1
"2020-03-21",nation,N92000002,Northern Ireland,,15,20,1
"2020-03-20",nation,N92000002,Northern Ireland,,12,17,0
"2020-03-19",nation,N92000002,Northern Ireland,,5,14,1
"2020-03-18",nation,N92000002,Northern Ireland,,8,13,1
"2020-03-17",nation,N92000002,Northern Ireland,,5,9,
"2020-03-16",nation,N92000002,Northern Ireland,,4,8,
"2020-03-15",nation,N92000002,Northern Ireland,,1,2,
"2020-03-14",nation,N92000002,Northern Ireland,,2,10,
"2020-03-13",nation,N92000002,Northern Ireland,,2,11,
"2020-03-12",nation,N92000002,Northern Ireland,,3,4,
"2020-03-11",nation,N92000002,Northern Ireland,,4,11,
"2020-03-10",nation,N92000002,Northern Ireland,,4,5,
"2020-03-09",nation,N92000002,Northern Ireland,,1,3,
"2020-03-08",nation,N92000002,Northern Ireland,,0,3,
"2020-03-07",nation,N92000002,Northern Ireland,,0,5,
"2020-03-06",nation,N92000002,Northern Ireland,,3,2,
"2020-03-05",nation,N92000002,Northern Ireland,,1,2,
"2020-03-04",nation,N92000002,Northern Ireland,,0,0,
"2020-03-03",nation,N92000002,Northern Ireland,,0,0,
"2020-03-02",nation,N92000002,Northern Ireland,,1,0,
"2020-03-01",nation,N92000002,Northern Ireland,,,0,
"2020-02-29",nation,N92000002,Northern Ireland,,,0,
"2020-02-28",nation,N92000002,Northern Ireland,,,0,
"2020-02-27",nation,N92000002,Northern Ireland,,,0,
"2020-02-26",nation,N92000002,Northern Ireland,,,0,
"2020-02-25",nation,N92000002,Northern Ireland,,,0,
"2020-02-24",nation,N92000002,Northern Ireland,,,0,
"2020-02-23",nation,N92000002,Northern Ireland,,,0,
"2020-02-22",nation,N92000002,Northern Ireland,,,0,
"2020-02-21",nation,N92000002,Northern Ireland,,,0,
"2020-02-20",nation,N92000002,Northern Ireland,,,0,
"2020-02-19",nation,N92000002,Northern Ireland,,,0,
"2020-02-18",nation,N92000002,Northern Ireland,,,0,
"2020-02-17",nation,N92000002,Northern Ireland,,,0,
"2020-02-16",nation,N92000002,Northern Ireland,,,0,
"2020-02-15",nation,N92000002,Northern Ireland,,,0,
"2020-02-14",nation,N92000002,Northern Ireland,,,0,
"2020-02-13",nation,N92000002,Northern Ireland,,,0,
"2020-02-12",nation,N92000002,Northern Ireland,,,0,
"2020-02-11",nation,N92000002,Northern Ireland,,,0,
"2020-02-10",nation,N92000002,Northern Ireland,,,0,
"2020-02-09",nation,N92000002,Northern Ireland,,,0,
"2020-02-08",nation,N92000002,Northern Ireland,,,0,
"2020-02-07",nation,N92000002,Northern Ireland,,,0,
"2020-02-06",nation,N92000002,Northern Ireland,,,0,
"2020-02-05",nation,N92000002,Northern Ireland,,,0,
"2020-02-04",nation,N92000002,Northern Ireland,,,0,
"2020-02-03",nation,N92000002,Northern Ireland,,,0,
"2020-09-12",nation,N92000002,Northern Ireland,1,4,106,0
"2021-02-25",nation,E92000001,England,1866,,1194,57
"2021-02-24",nation,E92000001,England,1931,,6163,171
"2021-02-23",nation,E92000001,England,1956,976,7952,214
"2021-02-22",nation,E92000001,England,2072,980,9872,210
"2021-02-21",nation,E92000001,England,2122,1009,6781,259
"2021-02-20",nation,E92000001,England,2142,904,6902,260
"2021-02-19",nation,E92000001,England,2251,1068,8918,291
"2021-02-18",nation,E92000001,England,2316,1149,9919,338
"2021-02-17",nation,E92000001,England,2393,1233,10026,358
"2021-02-16",nation,E92000001,England,2484,1311,10840,383
"2021-02-15",nation,E92000001,England,2577,1322,12496,450
"2021-02-14",nation,E92000001,England,2611,1364,7572,425
"2021-02-13",nation,E92000001,England,2592,1240,7764,421
"2021-02-12",nation,E92000001,England,2688,1318,10594,444
"2021-02-11",nation,E92000001,England,2780,1440,11293,502
"2021-02-10",nation,E92000001,England,2872,1535,11891,534
"2021-02-09",nation,E92000001,England,2911,1531,12290,533
"2021-02-08",nation,E92000001,England,2980,1739,13930,615
"2021-02-07",nation,E92000001,England,3047,1675,10193,560
"2021-02-06",nation,E92000001,England,3099,1679,10606,603
"2021-02-05",nation,E92000001,England,3217,1757,14030,671
"2021-02-04",nation,E92000001,England,3275,1907,16232,647
"2021-02-03",nation,E92000001,England,3328,2096,17461,771
"2021-02-02",nation,E92000001,England,3324,2222,17684,757
"2021-02-01",nation,E92000001,England,3414,2347,20182,796
"2021-01-31",nation,E92000001,England,3366,2183,13767,810
"2021-01-30",nation,E92000001,England,3486,2193,15013,827
"2021-01-29",nation,E92000001,England,3506,2379,19729,940
"2021-01-28",nation,E92000001,England,3585,2719,21904,1014
"2021-01-27",nation,E92000001,England,3602,2742,23307,1011
"2021-01-26",nation,E92000001,England,3634,2799,24502,954
"2021-01-25",nation,E92000001,England,3694,2648,27193,1070
"2021-01-24",nation,E92000001,England,3736,2824,15507,1038
"2021-01-23",nation,E92000001,England,3731,2780,19923,1053
"2021-01-22",nation,E92000001,England,3727,3016,26985,1117
"2021-01-21",nation,E92000001,England,3607,3237,28809,1131
"2021-01-20",nation,E92000001,England,3603,3679,31822,1168
"2021-01-19",nation,E92000001,England,3603,3768,36040,1241
"2021-01-18",nation,E92000001,England,3570,3711,40800,1169
"2021-01-17",nation,E92000001,England,3533,3424,26236,1163
"2021-01-16",nation,E92000001,England,3525,3569,27674,1164
"2021-01-15",nation,E92000001,England,3464,3295,36829,1100
"2021-01-14",nation,E92000001,England,3351,3678,38569,1082
"2021-01-13",nation,E92000001,England,3307,3840,41201,1095
"2021-01-12",nation,E92000001,England,3175,4134,44738,1086
"2021-01-11",nation,E92000001,England,3055,3894,52093,1006
"2021-01-10",nation,E92000001,England,2963,3571,32866,975
"2021-01-09",nation,E92000001,England,2860,3718,35450,925
"2021-01-08",nation,E92000001,England,2814,3549,42382,883
"2021-01-07",nation,E92000001,England,2654,3849,46854,885
"2021-01-06",nation,E92000001,England,2550,3967,51351,825
"2021-01-05",nation,E92000001,England,2378,3697,58094,822
"2021-01-04",nation,E92000001,England,2310,3587,69127,754
"2021-01-03",nation,E92000001,England,2181,3351,49535,646
"2021-01-02",nation,E92000001,England,2017,3145,54195,665
"2021-01-01",nation,E92000001,England,1940,3010,28215,638
"2020-12-31",nation,E92000001,England,1899,2536,46698,649
"2020-12-30",nation,E92000001,England,1854,2861,62908,625
"2020-12-29",nation,E92000001,England,1728,2886,72526,582
"2020-12-28",nation,E92000001,England,1641,2795,40029,586
"2020-12-27",nation,E92000001,England,1556,2572,42459,567
"2020-12-26",nation,E92000001,England,1498,2298,36690,567
"2020-12-25",nation,E92000001,England,1437,1952,12672,533
"2020-12-24",nation,E92000001,England,1427,1795,28723,485
"2020-12-23",nation,E92000001,England,1374,1980,37706,484
"2020-12-22",nation,E92000001,England,1339,2203,40919,489
"2020-12-21",nation,E92000001,England,1327,2115,42609,497
"2020-12-20",nation,E92000001,England,1267,1976,28952,427
"2020-12-19",nation,E92000001,England,1239,1812,21744,409
"2020-12-18",nation,E92000001,England,1190,1672,31845,434
"2020-12-17",nation,E92000001,England,1188,1873,29590,439
"2020-12-16",nation,E92000001,England,1163,1796,30127,356
"2020-12-15",nation,E92000001,England,1159,1730,29110,385
"2020-12-14",nation,E92000001,England,1127,1746,29521,411
"2020-12-13",nation,E92000001,England,1123,1581,18134,366
"2020-12-12",nation,E92000001,England,1087,1587,16035,373
"2020-12-11",nation,E92000001,England,1117,1450,19888,397
"2020-12-10",nation,E92000001,England,1110,1524,18569,376
"2020-12-09",nation,E92000001,England,1094,1550,17500,373
"2020-12-08",nation,E92000001,England,1118,1528,16691,375
"2020-12-07",nation,E92000001,England,1109,1466,17418,356
"2020-12-06",nation,E92000001,England,1087,1311,10898,353
"2020-12-05",nation,E92000001,England,1086,1186,10182,343
"2020-12-04",nation,E92000001,England,1113,1248,12908,412
"2020-12-03",nation,E92000001,England,1094,1337,12543,404
"2020-12-02",nation,E92000001,England,1149,1262,13451,335
"2020-12-01",nation,E92000001,England,1182,1271,13519,346
"2020-11-30",nation,E92000001,England,1185,1216,15047,363
"2020-11-29",nation,E92000001,England,1214,1215,8914,401
"2020-11-28",nation,E92000001,England,1204,1065,9199,382
"2020-11-27",nation,E92000001,England,1242,1055,12276,363
"2020-11-26",nation,E92000001,England,1264,1198,12268,371
"2020-11-25",nation,E92000001,England,1300,1415,13930,424
"2020-11-24",nation,E92000001,England,1306,1277,14032,404
"2020-11-23",nation,E92000001,England,1299,1385,16203,399
"2020-11-22",nation,E92000001,England,1259,1333,10042,406
"2020-11-21",nation,E92000001,England,1248,1255,10615,397
"2020-11-20",nation,E92000001,England,1241,1316,14687,388
"2020-11-19",nation,E92000001,England,1241,1484,15507,397
"2020-11-18",nation,E92000001,England,1242,1571,18230,436
"2020-11-17",nation,E92000001,England,1228,1491,20343,363
"2020-11-16",nation,E92000001,England,1198,1560,23723,358
"2020-11-15",nation,E92000001,England,1194,1467,14224,381
"2020-11-14",nation,E92000001,England,1162,1388,16035,358
"2020-11-13",nation,E92000001,England,1158,1433,21656,357
"2020-11-12",nation,E92000001,England,1088,1666,21960,350
"2020-11-11",nation,E92000001,England,1081,1711,24649,311
"2020-11-10",nation,E92000001,England,1010,1592,24480,319
"2020-11-09",nation,E92000001,England,1048,1551,28103,402
"2020-11-08",nation,E92000001,England,1017,1488,17966,341
"2020-11-07",nation,E92000001,England,1003,1319,16625,332
"2020-11-06",nation,E92000001,England,984,1182,20827,334
"2020-11-05",nation,E92000001,England,986,1346,20875,301
"2020-11-04",nation,E92000001,England,997,1382,20694,277
"2020-11-03",nation,E92000001,England,954,1246,22316,293
"2020-11-02",nation,E92000001,England,883,1331,27928,281
"2020-11-01",nation,E92000001,England,804,1280,13367,286
"2020-10-31",nation,E92000001,England,816,1240,14358,276
"2020-10-30",nation,E92000001,England,801,1109,19645,281
"2020-10-29",nation,E92000001,England,803,1345,19983,248
"2020-10-28",nation,E92000001,England,788,1239,20236,238
"2020-10-27",nation,E92000001,England,743,1190,20500,218
"2020-10-26",nation,E92000001,England,682,1279,22767,222
"2020-10-25",nation,E92000001,England,663,1186,13172,205
"2020-10-24",nation,E92000001,England,632,990,13523,171
"2020-10-23",nation,E92000001,England,602,997,18122,188
"2020-10-22",nation,E92000001,England,564,987,19619,186
"2020-10-21",nation,E92000001,England,572,997,21503,191
"2020-10-20",nation,E92000001,England,560,925,21354,171
"2020-10-19",nation,E92000001,England,529,861,22115,159
"2020-10-18",nation,E92000001,England,504,870,11860,120
"2020-10-17",nation,E92000001,England,495,785,12364,160
"2020-10-16",nation,E92000001,England,482,632,14558,123
"2020-10-15",nation,E92000001,England,482,792,15248,124
"2020-10-14",nation,E92000001,England,468,706,16452,101
"2020-10-13",nation,E92000001,England,441,764,15452,87
"2020-10-12",nation,E92000001,England,426,664,16198,96
"2020-10-11",nation,E92000001,England,401,628,9660,103
"2020-10-10",nation,E92000001,England,396,515,10154,90
"2020-10-09",nation,E92000001,England,367,544,13010,67
"2020-10-08",nation,E92000001,England,368,513,15264,75
"2020-10-07",nation,E92000001,England,376,491,15200,81
"2020-10-06",nation,E92000001,England,349,524,14299,62
"2020-10-05",nation,E92000001,England,331,472,14038,59
"2020-10-04",nation,E92000001,England,310,478,9831,54
"2020-10-03",nation,E92000001,England,307,386,9702,55
"2020-10-02",nation,E92000001,England,311,371,11575,63
"2020-10-01",nation,E92000001,England,285,368,11301,56
"2020-09-30",nation,E92000001,England,282,328,10519,48
"2020-09-29",nation,E92000001,England,259,310,8722,43
"2020-09-28",nation,E92000001,England,245,308,8584,47
"2020-09-27",nation,E92000001,England,233,241,6024,42
"2020-09-26",nation,E92000001,England,223,245,5652,35
"2020-09-25",nation,E92000001,England,227,274,6045,29
"2020-09-24",nation,E92000001,England,209,288,6293,33
"2020-09-23",nation,E92000001,England,192,314,5890,52
"2020-09-22",nation,E92000001,England,179,268,5362,34
"2020-09-21",nation,E92000001,England,154,275,4698,24
"2020-09-20",nation,E92000001,England,142,237,4628,27
"2020-09-19",nation,E92000001,England,123,204,4178,18
"2020-09-18",nation,E92000001,England,115,205,4273,21
"2020-09-17",nation,E92000001,England,108,199,3940,24
